tax_id 	Org_name       	GeneID    	CurrentID 	Status 	Symbol       	Aliases                           	description                                                                                          	other_designations                                                                                                      	map_location 	chromosome 	genomic_nucleotide_accession.version 	start_position_on_the_genomic_accession 	end_position_on_the_genomic_accession 	orientation 	exon_count 	OMIM 	
  9600 	Pongo pygmaeus 	129030415 	        0 	live   	LOC129030415 	                                  	cAMP-regulated phosphoprotein 19-like                                                                	                                                                                                                        	             	        12 	NC_072385.2                          	                               30858087 	                             30858461 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030414 	        0 	live   	LOC129030414 	                                  	developmentally-regulated GTP-binding protein 1-like                                                 	                                                                                                                        	             	        12 	NC_072385.2                          	                              113704764 	                            113705884 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030412 	        0 	live   	LOC129030412 	                                  	small ribosomal subunit protein uS8-like                                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               68034988 	                             68035366 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030400 	        0 	live   	LOC129030400 	                                  	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like                                 	                                                                                                                        	             	        12 	NC_072385.2                          	                              108861995 	                            108863786 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030396 	        0 	live   	LOC129030396 	                                  	C-terminal-binding protein 2-like                                                                    	                                                                                                                        	             	        12 	NC_072385.2                          	                               84769932 	                             84771684 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030395 	        0 	live   	LOC129030395 	                                  	large ribosomal subunit protein eL38-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               45918841 	                             45919412 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030390 	        0 	live   	LOC129030390 	                                  	V-type proton ATPase subunit e 1-like                                                                	                                                                                                                        	             	        12 	NC_072385.2                          	                              100321016 	                            100321260 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030389 	        0 	live   	LOC129030389 	                                  	uncharacterized LOC129030389                                                                         	uncharacterized protein LOC129030389                                                                                    	             	        12 	NC_072385.2                          	                               35992238 	                             35999501 	minus       	         2 	     	
  9600 	Pongo pygmaeus 	129030388 	        0 	live   	LOC129030388 	                                  	immunoglobulin kappa variable 1-6-like                                                               	                                                                                                                        	             	        12 	NC_072385.2                          	                               44808489 	                             44809367 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030387 	        0 	live   	LOC129030387 	                                  	uncharacterized LOC129030387                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               42261705 	                             42278847 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030381 	        0 	live   	LOC129030381 	                                  	alpha-centractin-like                                                                                	                                                                                                                        	             	        12 	NC_072385.2                          	                               41638694 	                             41639799 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030378 	        0 	live   	LOC129030378 	                                  	serine/threonine-protein kinase PAK 2-like                                                           	                                                                                                                        	             	        12 	NC_072385.2                          	                               41441095 	                             41444420 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030375 	        0 	live   	LOC129030375 	                                  	large ribosomal subunit protein eL22-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               41367920 	                             41368412 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030374 	        0 	live   	LOC129030374 	                                  	endogenous retrovirus group K member 8 Rec protein-like                                              	                                                                                                                        	             	        12 	NC_072385.2                          	                               41342257 	                             41344471 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030373 	        0 	live   	LOC129030373 	                                  	eukaryotic translation initiation factor 4H-like                                                     	                                                                                                                        	             	        12 	NC_072385.2                          	                               52428639 	                             52429610 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030372 	        0 	live   	LOC129030372 	                                  	nucleophosmin-like                                                                                   	                                                                                                                        	             	        12 	NC_072385.2                          	                              129540623 	                            129541506 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030371 	        0 	live   	LOC129030371 	                                  	MOB-like protein phocein                                                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               62719126 	                             62719907 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030367 	        0 	live   	LOC129030367 	                                  	uncharacterized LOC129030367                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              121103925 	                            121106699 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030365 	        0 	live   	LOC129030365 	                                  	large ribosomal subunit protein uL24-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                              101680053 	                            101680681 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030361 	        0 	live   	LOC129030361 	                                  	uncharacterized LOC129030361                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              101284084 	                            101312107 	plus        	         4 	     	
  9600 	Pongo pygmaeus 	129030358 	        0 	live   	LOC129030358 	                                  	uncharacterized LOC129030358                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               99025489 	                             99051611 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030357 	        0 	live   	LOC129030357 	                                  	uncharacterized LOC129030357                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               38415092 	                             38572007 	minus       	         6 	     	
  9600 	Pongo pygmaeus 	129030356 	        0 	live   	LOC129030356 	                                  	uncharacterized LOC129030356                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               38558850 	                             38585769 	plus        	         3 	     	
  9600 	Pongo pygmaeus 	129030354 	        0 	live   	LOC129030354 	                                  	uncharacterized LOC129030354                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               66583046 	                             66621710 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030352 	        0 	live   	LOC129030352 	                                  	DNA (cytosine-5)-methyltransferase 3A-like                                                           	                                                                                                                        	             	        12 	NC_072385.2                          	                               66742406 	                             66744585 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030351 	        0 	live   	LOC129030351 	                                  	uncharacterized LOC129030351                                                                         	uncharacterized protein LOC129030351                                                                                    	             	        12 	NC_072385.2                          	                              119327164 	                            119367599 	minus       	         8 	     	
  9600 	Pongo pygmaeus 	129030348 	        0 	live   	LOC129030348 	                                  	RNA transcription, translation and transport factor protein-like                                     	                                                                                                                        	             	        12 	NC_072385.2                          	                               43126670 	                             43127416 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030346 	        0 	live   	LOC129030346 	                                  	uncharacterized LOC129030346                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               61517055 	                             61541879 	plus        	         5 	     	
  9600 	Pongo pygmaeus 	129030344 	        0 	live   	LOC129030344 	                                  	small ribosomal subunit protein eS25-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                              113336446 	                            113336819 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030341 	        0 	live   	LOC129030341 	                                  	adenylate kinase 2, mitochondrial-like                                                               	                                                                                                                        	             	        12 	NC_072385.2                          	                              102087313 	                            102088169 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030336 	        0 	live   	LOC129030336 	                                  	small ribosomal subunit protein eS6-like                                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               32556610 	                             32557375 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030334 	        0 	live   	LOC129030334 	                                  	uncharacterized LOC129030334                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               43962238 	                             43974962 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030319 	        0 	live   	LOC129030319 	                                  	uncharacterized LOC129030319                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              112846127 	                            112872710 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030316 	        0 	live   	LOC129030316 	                                  	nuclear transport factor 2-like                                                                      	                                                                                                                        	             	        12 	NC_072385.2                          	                              112588751 	                            112590492 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030314 	        0 	live   	LOC129030314 	                                  	uncharacterized LOC129030314                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              133584607 	                            133628422 	plus        	         8 	     	
  9600 	Pongo pygmaeus 	129030312 	        0 	live   	LOC129030312 	                                  	uncharacterized LOC129030312                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               42400734 	                             42410921 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030311 	        0 	live   	LOC129030311 	                                  	uncharacterized LOC129030311                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               42602180 	                             42668231 	minus       	         2 	     	
  9600 	Pongo pygmaeus 	129030310 	        0 	live   	LOC129030310 	                                  	platelet-activating factor acetylhydrolase IB subunit beta-like                                      	                                                                                                                        	             	        12 	NC_072385.2                          	                               42556606 	                             42558000 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030308 	        0 	live   	LOC129030308 	                                  	protein FRG1-like                                                                                    	                                                                                                                        	             	        12 	NC_072385.2                          	                               21958346 	                             21968272 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030307 	        0 	live   	LOC129030307 	                                  	immunoglobulin kappa variable 2D-26-like                                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               44788889 	                             44789622 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030306 	        0 	live   	LOC129030306 	                                  	uncharacterized LOC129030306                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              110742778 	                            110923109 	plus        	         9 	     	
  9600 	Pongo pygmaeus 	129030305 	        0 	live   	LOC129030305 	                                  	uncharacterized LOC129030305                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              110773009 	                            110794329 	plus        	         3 	     	
  9600 	Pongo pygmaeus 	129030302 	        0 	live   	LOC129030302 	                                  	argininosuccinate synthase-like                                                                      	                                                                                                                        	             	        12 	NC_072385.2                          	                               95013705 	                             95015797 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030299 	        0 	live   	LOC129030299 	                                  	uncharacterized LOC129030299                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               94670011 	                             94699592 	minus       	         5 	     	
  9600 	Pongo pygmaeus 	129030296 	        0 	live   	LOC129030296 	                                  	developmental pluripotency-associated protein 3-like                                                 	                                                                                                                        	             	        12 	NC_072385.2                          	                               94457170 	                             94457652 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030285 	        0 	live   	LOC129030285 	                                  	uncharacterized LOC129030285                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               35783738 	                             35807440 	plus        	         6 	     	
  9600 	Pongo pygmaeus 	129030284 	        0 	live   	LOC129030284 	                                  	thymosin beta-4-like                                                                                 	                                                                                                                        	             	        12 	NC_072385.2                          	                              130475174 	                            130475785 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030275 	        0 	live   	LOC129030275 	                                  	uncharacterized LOC129030275                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               55558041 	                             55560120 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030274 	        0 	live   	LOC129030274 	                                  	uncharacterized LOC129030274                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               55178781 	                             55731285 	plus        	         4 	     	
  9600 	Pongo pygmaeus 	129030273 	        0 	live   	LOC129030273 	                                  	uncharacterized LOC129030273                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               55329909 	                             55390157 	minus       	         6 	     	
  9600 	Pongo pygmaeus 	129030272 	        0 	live   	LOC129030272 	                                  	large ribosomal subunit protein eL38-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               55688524 	                             55688792 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030267 	        0 	live   	LOC129030267 	                                  	small nuclear ribonucleoprotein E-like                                                               	                                                                                                                        	             	        12 	NC_072385.2                          	                               48000218 	                             48003628 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030266 	        0 	live   	LOC129030266 	                                  	phosphatidylethanolamine-binding protein 1-like                                                      	                                                                                                                        	             	        12 	NC_072385.2                          	                               47923108 	                             47928177 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030248 	        0 	live   	LOC129030248 	                                  	uncharacterized LOC129030248                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               54892958 	                             54912537 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030237 	        0 	live   	LOC129030237 	                                  	serine-threonine kinase receptor-associated protein-like                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               96013605 	                             96014653 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030236 	        0 	live   	LOC129030236 	                                  	uncharacterized LOC129030236                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               96001958 	                             96008323 	plus        	         3 	     	
  9600 	Pongo pygmaeus 	129030231 	        0 	live   	LOC129030231 	                                  	large ribosomal subunit protein uL30-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               95592852 	                             95593590 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030230 	        0 	live   	LOC129030230 	                                  	glyceraldehyde-3-phosphate dehydrogenase-like                                                        	                                                                                                                        	             	        12 	NC_072385.2                          	                               95538821 	                             95539823 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030224 	        0 	live   	LOC129030224 	                                  	uncharacterized LOC129030224                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               40132380 	                             40152557 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030223 	        0 	live   	LOC129030223 	                                  	uncharacterized LOC129030223                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               40092667 	                             40126495 	minus       	         3 	     	
  9600 	Pongo pygmaeus 	129030222 	        0 	live   	LOC129030222 	                                  	large ribosomal subunit protein uL16-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               40333114 	                             40333784 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030219 	        0 	live   	LOC129030219 	                                  	uncharacterized LOC129030219                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               66295310 	                             66326226 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030205 	        0 	live   	LOC129030205 	                                  	keratin, type I cytoskeletal 18-like                                                                 	                                                                                                                        	             	        12 	NC_072385.2                          	                               67880287 	                             67881556 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030204 	        0 	live   	LOC129030204 	                                  	uncharacterized LOC129030204                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               67808364 	                             67824001 	minus       	         5 	     	
  9600 	Pongo pygmaeus 	129030197 	        0 	live   	LOC129030197 	                                  	ADP/ATP translocase 2-like                                                                           	                                                                                                                        	             	        12 	NC_072385.2                          	                              100070962 	                            100071872 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030196 	        0 	live   	LOC129030196 	                                  	myeloid-associated differentiation marker-like                                                       	                                                                                                                        	             	        12 	NC_072385.2                          	                              100183157 	                            100185173 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030188 	        0 	live   	LOC129030188 	                                  	uncharacterized LOC129030188                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               33939563 	                             33955383 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030180 	        0 	live   	LOC129030180 	                                  	uncharacterized LOC129030180                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               90872060 	                             90886577 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030179 	        0 	live   	LOC129030179 	                                  	small ribosomal subunit protein uS15-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               91253564 	                             91254013 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030176 	        0 	live   	LOC129030176 	                                  	cysteine and histidine-rich domain-containing protein 1-like                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               90904391 	                             90905756 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030166 	        0 	live   	LOC129030166 	                                  	tropomyosin alpha-3 chain-like                                                                       	                                                                                                                        	             	        12 	NC_072385.2                          	                              108132911 	                            108133965 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030162 	        0 	live   	LOC129030162 	                                  	uncharacterized LOC129030162                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               71145825 	                             71153496 	minus       	         5 	     	
  9600 	Pongo pygmaeus 	129030161 	        0 	live   	LOC129030161 	                                  	large ribosomal subunit protein eL37-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               71086087 	                             71086378 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030159 	        0 	live   	LOC129030159 	                                  	large ribosomal subunit protein eL21-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               71054684 	                             71055198 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030158 	        0 	live   	LOC129030158 	                                  	probable ribosome biogenesis protein RLP24                                                           	                                                                                                                        	             	        12 	NC_072385.2                          	                               71026114 	                             71026594 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030157 	        0 	live   	LOC129030157 	                                  	uncharacterized LOC129030157                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               70930850 	                             70975577 	plus        	         4 	     	
  9600 	Pongo pygmaeus 	129030156 	        0 	live   	LOC129030156 	                                  	large ribosomal subunit protein eL27-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               69899365 	                             69899774 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030155 	        0 	live   	LOC129030155 	                                  	large ribosomal subunit protein uL24-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               69790071 	                             69790592 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030154 	        0 	live   	LOC129030154 	                                  	small ribosomal subunit protein eS4-like                                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               69939866 	                             69940646 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030143 	        0 	live   	LOC129030143 	                                  	syncytin-1-like                                                                                      	syncytin-1-like                                                                                                         	             	        12 	NC_072385.2                          	                               43224814 	                             43235880 	minus       	         4 	     	
  9600 	Pongo pygmaeus 	129030140 	        0 	live   	LOC129030140 	                                  	nucleoside diphosphate kinase B-like                                                                 	                                                                                                                        	             	        12 	NC_072385.2                          	                               86001670 	                             86002238 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030136 	        0 	live   	LOC129030136 	                                  	uncharacterized LOC129030136                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               72704423 	                             72737965 	plus        	         3 	     	
  9600 	Pongo pygmaeus 	129030135 	        0 	live   	LOC129030135 	                                  	small ribosomal subunit protein eS12-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               72648005 	                             72663023 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030129 	        0 	live   	LOC129030129 	                                  	uncharacterized LOC129030129                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               72436378 	                             72439803 	plus        	         2 	     	
  9600 	Pongo pygmaeus 	129030127 	        0 	live   	LOC129030127 	                                  	uncharacterized LOC129030127                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                               72418578 	                             72428968 	plus        	         2 	     	
  9600 	Pongo pygmaeus 	129030123 	        0 	live   	LOC129030123 	                                  	small ribosomal subunit protein eS10-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               68922585 	                             68923036 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030119 	        0 	live   	LOC129030119 	                                  	large ribosomal subunit protein uL24-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               72879319 	                             72879807 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030118 	        0 	live   	LOC129030118 	                                  	sodium/potassium-transporting ATPase subunit beta-3-like                                             	                                                                                                                        	             	        12 	NC_072385.2                          	                               72852569 	                             72853424 	plus        	         0 	     	
  9600 	Pongo pygmaeus 	129030116 	        0 	live   	LOC129030116 	                                  	uncharacterized LOC129030116                                                                         	                                                                                                                        	             	        12 	NC_072385.2                          	                              105530040 	                            105534383 	minus       	         0 	     	
  9600 	Pongo pygmaeus 	129030114 	        0 	live   	LOC129030114 	                                  	large ribosomal subunit protein eL22-like                                                            	                                                                                                                        	             	        12 	NC_072385.2                          	                               37374084 	                             37374468 	plus        	         0 	     	
